번호,사업장명,위도,경도,영업상태명,소재지전화,소재지전체주소,도로명전체주소,의료기관종별명,의료인수,병상수
4107,의료법인 정빈의료재단 아산병원,36.777431959,127.1041232,영업/정상,041-548-9851,충청남도 아산시 배방읍 세교리 348번지 5호,충청남도 아산시 배방읍 휴대세교길 101,정신병원,21,293
4108,열린성애병원,36.838861781,127.08014947,영업/정상,041-543-3580,충청남도 아산시 음봉면 월랑리 119,충청남도 아산시 음봉면 음봉로681번길 76,정신병원,23,237
4109,예산명지병원,36.713560498,126.83420813,영업/정상,041-335-2255,충청남도 예산군 예산읍 관작리 333번지 7호,충청남도 예산군 예산읍 신례원로 26,병원,10,147
4110,의료법인 예당의료재단 예산종합병원,36.691103286,126.8377863,영업/정상,041-330-4000,예산읍 산성리 189-2,충청남도 예산군 예산읍 금오대로 94,종합병원,32,176
4111,예일병원,36.793066782,127.12173336,영업/정상,041-571-7000,충청남도 천안시 서북구 쌍용1동 446번지 14호,충청남도 천안시 서북구 충무로 129 (쌍용동),병원,20,50
4112,고려치과병원,36.793909322,127.16049354,영업/정상,041-564-2875,충청남도 천안시 동남구 구성동 293번지 49호,충청남도 천안시 동남구 충절로 283 (구성동),치과병원,2,0
4113,천안우리병원,36.780980995,127.15592996,영업/정상,041-590-9000,충청남도 천안시 동남구 청당동 151번지,충청남도 천안시 동남구 남부대로 350 (청당동),병원,71,100
4114,가온치과병원,36.826198459,127.13777682,영업/정상,552-0005,충청남도 천안시 서북구 성정2동 1535번지,충청남도 천안시 서북구 동서대로 129 (성정동),치과병원,7,0
4115,천안시립노인전문병원,36.825204739,127.22670872,영업/정상,041-521-1114,,충청남도 천안시 동남구 목천읍 삼방로 735 (천안시립노인전문병원),요양병원(노인병원),17,144
4116,삼성스카이병원,36.826715103,127.13896873,영업/정상,041-551-3391,충청남도 천안시 서북구 성정동 1504 호원빌딩,"충청남도 천안시 서북구 성정공원1길 9-4, 호원빌딩 1층,2층,4층~6층 (성정동)",병원,18,200
4117,열린치과병원,36.816219011,127.10911615,영업/정상,577-2233,충청남도 천안시 서북구 불당동 1534번지,"충청남도 천안시 서북구 불당25로 176, 율곡스퀘어 5층 504호 (불당동)",치과병원,2,0
4118,문치과병원,36.81866127,127.15784385,영업/정상,041-563-2875,충청남도 천안시 동남구 신부동 462번지 7호,"충청남도 천안시 동남구 만남로 52, 9층 (신부동, 문타워빌딩)",치과병원,8,5
4119,이화병원,36.794166615,127.12539475,영업/정상,041-579-1400,,"충청남도 천안시 서북구 충무로 165, 외 1(충무로 161) (쌍용동)",병원,46,63
4120,연세우일치과병원,36.798522564,127.12656375,영업/정상,579-2244,충청남도 천안시 서북구 쌍용1동 220번지 13호,충청남도 천안시 서북구 서부대로 350 (쌍용동),치과병원,4,0
4121,부여노인전문병원,36.27555478,126.8693994,영업/정상,041-836-1985,충청남도 부여군 규암면 반산리 254번지 1호,충청남도 부여군 규암면 반산로 39,요양병원(일반요양병원),25,231
4122,부여청담병원,36.328687685,126.9783033,영업/정상,041-833-2089,충청남도 부여군 부여읍 신정리 404-2,충청남도 부여군 부여읍 삼충로648번길 41,정신병원,11,194
4123,의료법인부여의료재단 부여다사랑병원,36.228727073,126.8695068,영업/정상,041-832-7261,충청남도 부여군 장암면 합곡리 330,충청남도 부여군 장암면 충절로1713번길 16,정신병원,12,182
4124,학교법인 건양교육재단 건양대학교부여병원,36.275581786,126.90150576,영업/정상,041-837-1200,,충청남도 부여군 부여읍 계백로 200,병원,20,74
4125,부여효요양병원,36.265555914,127.04921428,영업/정상,041-834-5114,충청남도 부여군 초촌면 소사리 465-2,충청남도 부여군 초촌면 소호로 71,요양병원(일반요양병원),15,148
4126,천안요양병원,36.790923583,127.16393745,영업/정상,041-569-5533,,"충청남도 천안시 동남구 삼룡천3길 10 (구성동, 이라의료재단 천안병원)",요양병원(일반요양병원),36,238
4127,마음애병원,36.80987367,127.11016708,영업/정상,041)566-5119,"충청남도 천안시 서북구 불당동 732번지 리치프라자 5,7,8,9층","충청남도 천안시 서북구 검은들3길 60, 리치프라자 (불당동)",정신병원,6,55
4128,의료법인세온의료재단브라운요양병원,36.768316787,127.20008521,영업/정상,041-553-1234,충청남도 천안시 동남구 목천읍 신계리 394번지 3호,충청남도 천안시 동남구 목천읍 충절로 794,요양병원(일반요양병원),12,159
4129,우리척병원,36.793961339,127.12453571,영업/정상,-5684,충청남도 천안시 서북구 쌍용동 494-17 우리척병원,충청남도 천안시 서북구 충무로 155 (쌍용동),병원,7,52
4130,참조은치과병원,36.813293641,127.10828725,영업/정상,041-417-3500,충청남도 천안시 서북구 불당동 1537-2,"충청남도 천안시 서북구 불당21로 67-8, 6층 601~603호 (불당동)",치과병원,5,0
4131,두정이진병원,36.826076838,127.13053834,영업/정상,041-579-2122,충청남도 천안시 서북구 두정동 633번지,충청남도 천안시 서북구 동서대로 65 (두정동),병원,45,59
4132,서울우리병원,36.824409674,127.12351617,영업/정상,1544-2822,충청남도 천안시 서북구 백석동 117번지,"충청남도 천안시 서북구 한들3로 9 (백석동, 서울우리병원)",병원,26,58
4133,의료법인 다솔의료재단 늘푸른요양병원,36.778697413,127.00588698,영업/정상,041-360-5555,,충청남도 아산시 청운로 51 (온천동),요양병원(일반요양병원),32,238
4134,이화피닉스요양병원,36.765308166,127.04366397,영업/정상,041-529-7000,충청남도 아산시 배방읍 공수리 988번지 3호,충청남도 아산시 배방읍 배방산길 57-5,요양병원(일반요양병원),32,267
4135,아산충무병원,36.779309096,127.01989825,영업/정상,041-536-6666,충청남도 아산시 모종동 432번지 2호,충청남도 아산시 문화로 381 (모종동),종합병원,40,485
4136,꿈크는아이병원,36.775970137,127.05567336,영업/정상,041-533-3391,충청남도 아산시 배방읍 공수리 1594번지,충청남도 아산시 배방읍 배방로13번길 13,병원,16,52
4137,도솔한방병원,36.779470019,127.01981702,영업/정상,041-533-1075,,충청남도 아산시 문화로 379 (모종동),한방병원,14,51
4138,충청남도 공주의료원,36.459144726,127.10930797,영업/정상,041-962-1111,충청남도 공주시 웅진동 253번지 1호,충청남도 공주시 무령로 77 (웅진동),종합병원,190,275
4139,국립법무병원,36.411544171,127.23763743,영업/정상,041-840-5400,,충청남도 공주시 반포면 반포초교길 253 (공주치료감호소),정신병원,157,1200
4140,국립공주병원,36.402121692,127.11075742,영업/정상,041-850-5700,,"충청남도 공주시 고분티로 623-21 (오곡동, 국립공주병원)",정신병원,53,100
4141,천안센텀정형외과신경외과병원,36.797448866,127.10576338,영업/정상,041-425-0099,,충청남도 아산시 배방읍 고속철대로 147,병원,20,52
4142,현대병원,36.783103224,127.00106351,영업/정상,041-546-3636,,충청남도 아산시 시민로 388 (온천동),병원,23,46
4143,미래한국병원,36.782931407,127.01635168,영업/정상,041-545-6114,충청남도 아산시 모종동 568-8,충청남도 아산시 번영로230번길 13 (모종동),병원,13,133
4144,아산삼성요양병원,36.782365137,126.99859363,영업/정상,041-549-7575,충청남도 아산시 온천2동 230-1,충청남도 아산시 온천대로 1446 (온천동),요양병원(일반요양병원),9,91
4145,리더스아산병원,36.78753326,127.00668229,영업/정상,041-540-3900,충청남도 아산시 권곡동 540-2,충청남도 아산시 충무로 74 (권곡동),병원,14,31
4146,의료법인연화의료재단 부여요양병원,36.330618507,126.98739005,영업/정상,041-833-7200,충청남도 부여군 부여읍 저석리 23번지 6호  외 1필지,충청남도 부여군 부여읍 삼충로 776,요양병원(일반요양병원),15,150
4147,제중한방병원,36.833476005,127.15247733,영업/정상,041-568-2632,충청남도 천안시 서북구 두정동 397-4 1층~3층,"충청남도 천안시 서북구 천안대로 1024-5, 1층~3층 (두정동)",한방병원,6,46
4148,본정형외과병원,36.799653107,127.12588269,영업/정상,041-575-6000,충청남도 천안시 서북구 쌍용동 220-42 천안본정형외과,충청남도 천안시 서북구 불당대로 268 (쌍용동),병원,25,60
4149,다나힐요양병원,36.885539527,127.10760578,영업/정상,041-590-7777,충청남도 천안시 서북구 직산읍 양당리 216번지 10호,충청남도 천안시 서북구 직산읍 석양길 4,요양병원(일반요양병원),38,290
4150,천안21세기병원,36.836619504,127.13789974,영업/정상,1522-7634,충청남도 천안시 서북구 두정동 1036번지,충청남도 천안시 서북구 부성6길 39-11 (두정동),병원,18,40
4151,앙즈로여성병원,36.810466117,127.10695921,영업/정상,041-576-5700,,"충청남도 천안시 서북구 불당33길 1, 외1(불당25로104) (불당동)",병원,23,46
4152,더보스톤치과병원,36.812454526,127.10785956,영업/정상,041-555-2879,충청남도 천안시 서북구 불당동 1617,충청남도 천안시 서북구 불당33길 26 (불당동),치과병원,4,0
4153,서울대정병원,36.811593285,127.10799937,영업/정상,041-415-0001,,충청남도 천안시 서북구 불당33길 18 (불당동),병원,67,132
4154,로고스요양병원,36.794556183,127.15770953,영업/정상,041-410-2100,충청남도 천안시 동남구 구성동 313-1 로고스요양병원,"충청남도 천안시 동남구 청수로 123-11, 로고스요양병원 (구성동)",요양병원(일반요양병원),26,172
4155,메디움천안요양병원,36.811129173,127.1782277,영업/정상,041-413-7100,충청남도 천안시 동남구 유량동 327번지 외 1필지,"충청남도 천안시 동남구 유량로 180 (유량동, 메디움천안요양병원)",요양병원(일반요양병원),15,94
4156,SG삼성조은병원,36.818877471,127.10918492,영업/정상,041-571-7581,충청남도 천안시 서북구 불당동 1488 NS타워,"충청남도 천안시 서북구 불당25로 200, 2,3,4,5층 (불당동)",병원,71,136
4157,천안쌍용요양병원,36.794826323,127.12519184,영업/정상,041-574-1777,충청남도 천안시 서북구 쌍용동 494번지 3호 쌍용가구백화점,"충청남도 천안시 서북구 충무로 167-12, 쌍용가구백화점 2층 (쌍용동)",요양병원(일반요양병원),17,187
4158,마디손병원,36.80644811,127.10641427,영업/정상,041-581-9999,충청남도 천안시 서북구 불당동 1840번지,"충청남도 천안시 서북구 불당34길 18, 1층,3~5층 (불당동)",병원,18,57
4159,신도시이진병원,36.789707781,127.10734956,영업/정상,041-546-9800,,"충청남도 아산시 배방읍 희망로46번길 45-9 (정주프라자, 지하1층, 2~5층)",병원,33,54
4160,의료법인 광덕의료재단 도고온천요양병원,36.765312265,126.92325501,영업/정상,041-542-8118,충청남도 아산시 도고면 와산리 53번지 3호,충청남도 아산시 도고면 온천대로 697,요양병원(일반요양병원),18,141
4161,천안세인트요양병원,36.798352719,127.15978534,영업/정상,041-552-0700,충청남도 천안시 동남구 구성동 476번지 2호,충청남도 천안시 동남구 구성2길 11 (구성동),요양병원(일반요양병원),16,112
4162,천안중앙병원,36.82720143,127.13792412,영업/정상,041-561-0245,충청남도 천안시 서북구 성정동 1520 MS빌딩,충청남도 천안시 서북구 동서대로 129-16 (성정동),정신병원,24,226
4163,천안해울병원,36.833491341,127.13692792,영업/정상,041-622-1300,충청남도 천안시 서북구 두정동 943번지,충청남도 천안시 서북구 원두정3길 37 (두정동),병원,8,57
4164,큰사랑요양병원,36.819773822,127.13299455,영업/정상,041-579-1190,충청남도 천안시 서북구 성정동 954번지,충청남도 천안시 서북구 도원4길 7 (성정동),요양병원(일반요양병원),10,98
4165,새로나병원,36.812577107,127.1693877,영업/정상,041-520-7010,충청남도 천안시 동남구 유량동 398번지 1호,"충청남도 천안시 동남구 향교1길 130-23 (유량동, 새로나병원)",병원,49,164
4166,학교법인동은학원순천향대학교부속천안병원,36.802593167,127.13570911,영업/정상,041-570-2114,충청남도 천안시 동남구 봉명동 23번지 20호,충청남도 천안시 동남구 순천향6길 31 (봉명동),종합병원,937,970
4167,단국대학교치과대학치과병원,36.838785995,127.16979121,영업/정상,041-550-0114,충청남도 천안시 동남구 안서동 522번지 133호,충청남도 천안시 동남구 단대로 119 (안서동),치과병원,134,0
4168,의료법인 효심의료재단 공주참요양병원,36.434005658,127.11437113,영업/정상,041-881-6100,충청남도 공주시 금학동 330-3,"충청남도 공주시 우금티로 428, 3층 (금학동)",요양병원(일반요양병원),8,50
4169,의료법인 효준의료재단 공주요양병원,36.519157011,126.92876003,영업/정상,041-841-2984,,충청남도 공주시 신풍면 대룡조평길 377,요양병원(일반요양병원),14,148
4170,주은라파스요양병원,36.291621092,127.05758187,영업/정상,041-854-6701,충청남도 공주시 탄천면 덕지리 179번지 6호,충청남도 공주시 탄천면 효자길 100,요양병원(일반요양병원),40,299
4171,공주에덴요양병원,36.475778647,127.12683425,영업/정상,041-858-9900,,충청남도 공주시 치미마을길 4 (신관동),요양병원(일반요양병원),10,93
4172,세종프라임요양병원,36.574576552,127.13847651,영업/정상,041-851-8200,,충청남도 공주시 정안면 장원길 345-33,요양병원(일반요양병원),31,225
4173,의료법인 산울의료재단 스파인치과병원,36.788820811,127.10444067,영업/정상,041-545-2875,충청남도 아산시 배방읍 장재리 1725번지,"충청남도 아산시 배방읍 희망로46번길 19-3, 10층",치과병원,2,0
